Filename,Camera,Model,Detected_Diameter_mm,Status
cam2__YCA__45184__20260411_212752_217908.jpg,cam2,YCA,13.06,2
cam1__YCA__45184__20260411_212752_161522.jpg,cam1,YCA,13.18,2
cam2__YED__26825__20260411_212841_693737.jpg,cam2,YED,15.18,2
cam1__YED__26825__20260411_212841_680749.jpg,cam1,YED,15.18,2
cam2__YED__57997__20260411_212937_197456.jpg,cam2,YED,15.18,2
cam1__YED__57997__20260411_212937_140164.jpg,cam1,YED,15.18,2
cam2__YED__26826__20260411_213033_988242.jpg,cam2,YED,15.06,2
cam1__YED__26826__20260411_213033_929821.jpg,cam1,YED,15.18,2
cam2__YCA__45185__20260411_213124_849293.jpg,cam2,YCA,12.71,1
cam1__YCA__45185__20260411_213124_881617.jpg,cam1,YCA,13.18,2
cam1__YED__26827__20260411_213215_810440.jpg,cam1,YED,15.18,2
cam2__YED__26827__20260411_213215_717501.jpg,cam2,YED,15.18,2
cam1__YED__57998__20260411_213309_542515.jpg,cam1,YED,15.18,2
cam2__YED__57998__20260411_213309_160015.jpg,cam2,YED,14.94,2
cam1__YED__26828__20260411_213402_569424.jpg,cam1,YED,15.18,2
cam2__YED__26828__20260411_213402_574656.jpg,cam2,YED,15.06,2
cam2__YCA__45186__20260411_213501_937640.jpg,cam2,YCA,13.18,2
cam2__YED__26829__20260411_213554_741739.jpg,cam2,YED,15.18,2
cam2__YCA__45187__20260411_213654_749509.jpg,cam2,YCA,12.71,1
cam1__YCA__45186__20260411_213501_848242.jpg,cam1,YCA,N/A,0
cam2__YED__26830__20260411_213745_509232.jpg,cam2,YED,15.18,2
cam1__YED__26830__20260411_213745_617135.jpg,cam1,YED,15.06,2
cam1__YED__57999__20260411_213845_857549.jpg,cam1,YED,15.18,2
cam2__YED__57999__20260411_213845_787447.jpg,cam2,YED,15.18,2
cam2__YED__26831__20260411_213939_702270.jpg,cam2,YED,15.18,2
cam1__YED__26831__20260411_213939_666801.jpg,cam1,YED,15.18,2
cam1__YCA__45188__20260411_214030_520590.jpg,cam1,YCA,13.06,2
cam2__YCA__45188__20260411_214030_106366.jpg,cam2,YCA,12.71,1
cam2__YED__26832__20260411_214122_215787.jpg,cam2,YED,15.06,2
cam1__YED__26832__20260411_214121_516128.jpg,cam1,YED,14.94,2
cam2__YCA__45189__20260411_214217_085740.jpg,cam2,YCA,12.71,1
cam1__YCA__45189__20260411_214217_420637.jpg,cam1,YCA,12.94,2
cam2__YED__26833__20260411_214308_470244.jpg,cam2,YED,15.18,2
cam1__YED__26833__20260411_214308_371686.jpg,cam1,YED,14.94,2
cam1__YCA__45190__20260411_214407_763599.jpg,cam1,YCA,13.06,2
cam1__YED__26834__20260411_214458_196566.jpg,cam1,YED,15.06,2
cam1__YED__58000__20260411_214554_525657.jpg,cam1,YED,15.18,2
cam2__YCA__45190__20260411_214407_921837.jpg,cam2,YCA,N/A,0
cam1__YCA__5711__20260411_214653_457879.jpg,cam1,YCA,13.18,2
cam2__YCA__5711__20260411_214653_477696.jpg,cam2,YCA,13.18,2
cam2__YED__67001__20260411_214750_952919.jpg,cam2,YED,15.18,2
cam1__YED__67001__20260411_214750_735967.jpg,cam1,YED,15.18,2
cam1__YED__26835__20260411_214905_616367.jpg,cam1,YED,15.18,2
cam2__YED__26835__20260411_214905_622265.jpg,cam2,YED,15.06,2
cam1__YCA__45191__20260411_214957_386343.jpg,cam1,YCA,13.18,2
cam2__YCA__45191__20260411_214957_422366.jpg,cam2,YCA,13.06,2
cam2__YED__26836__20260411_215048_573891.jpg,cam2,YED,14.94,2
cam1__YED__26836__20260411_215049_217574.jpg,cam1,YED,15.18,2
cam1__YED__67002__20260411_215142_027743.jpg,cam1,YED,15.18,2
cam2__YED__67002__20260411_215141_503481.jpg,cam2,YED,14.94,2
cam2__YED__26837__20260411_215235_646348.jpg,cam2,YED,15.06,2
cam1__YED__26837__20260411_215235_729247.jpg,cam1,YED,15.06,2
cam2__YCA__45192__20260411_215326_730966.jpg,cam2,YCA,12.71,1
cam1__YCA__45192__20260411_215326_708549.jpg,cam1,YCA,12.94,2
cam2__YED__26838__20260411_215416_858079.jpg,cam2,YED,15.06,2
cam1__YED__26838__20260411_215416_807915.jpg,cam1,YED,15.18,2
cam2__YED__67003__20260411_215520_385814.jpg,cam2,YED,15.18,2
cam1__YED__67003__20260411_215520_319865.jpg,cam1,YED,15.18,2
cam1__YCA__5712__20260411_215613_868356.jpg,cam1,YCA,13.18,2
cam2__YCA__5712__20260411_215613_928482.jpg,cam2,YCA,13.18,2
cam1__YED__26839__20260411_215703_168259.jpg,cam1,YED,15.06,2
cam2__YED__26839__20260411_215703_189064.jpg,cam2,YED,15.18,2
cam1__YED__67004__20260411_215758_129545.jpg,cam1,YED,15.18,2
cam2__YED__67004__20260411_215758_156532.jpg,cam2,YED,15.06,2
cam2__YCA__45193__20260411_215848_806881.jpg,cam2,YCA,12.71,1
cam1__YCA__45193__20260411_215848_846510.jpg,cam1,YCA,12.94,2
cam1__YED__26840__20260411_215938_658118.jpg,cam1,YED,15.06,2
cam2__YED__26840__20260411_215938_728091.jpg,cam2,YED,14.94,2
cam2__YCA__45194__20260411_220801_498488.jpg,cam2,YCA,13.06,2
cam2__YED__26841__20260411_220900_519260.jpg,cam2,YED,14.94,2
cam2__YED__67005__20260411_221013_509436.jpg,cam2,YED,14.94,2
cam1__YCA__45194__20260411_220801_402575.jpg,cam1,YCA,N/A,0
cam2__YED__26842__20260411_221106_492389.jpg,cam2,YED,15.18,2
cam1__YED__26842__20260411_221106_425397.jpg,cam1,YED,15.18,2
cam2__YCA__45195__20260411_221158_806959.jpg,cam2,YCA,13.06,2
cam2__YED__26843__20260411_221250_743217.jpg,cam2,YED,15.18,2
cam2__YCA__45196__20260411_221343_833145.jpg,cam2,YCA,13.18,2
cam1__YCA__45195__20260411_221158_757541.jpg,cam1,YCA,N/A,0
cam2__YED__26844__20260411_221434_345901.jpg,cam2,YED,14.94,2
cam1__YED__26844__20260411_221434_306936.jpg,cam1,YED,15.18,2
cam1__YCA__45197__20260411_221527_777164.jpg,cam1,YCA,13.18,2
cam2__YCA__45197__20260411_221527_839229.jpg,cam2,YCA,12.94,2
cam2__YED__26845__20260411_221617_160317.jpg,cam2,YED,14.94,2
cam1__YED__26845__20260411_221617_135899.jpg,cam1,YED,15.06,2
cam2__YED__67006__20260411_221737_148767.jpg,cam2,YED,15.06,2
cam1__YED__67006__20260411_221737_786847.jpg,cam1,YED,15.18,2
cam2__YED__26846__20260411_221828_911870.jpg,cam2,YED,14.94,2
cam1__YED__26846__20260411_221828_843476.jpg,cam1,YED,14.94,2
cam1__YCA__45198__20260411_221920_031679.jpg,cam1,YCA,13.18,2
cam2__YCA__45198__20260411_221920_060466.jpg,cam2,YCA,12.71,1
cam2__YED__26847__20260411_222011_621840.jpg,cam2,YED,15.18,2
cam1__YED__26847__20260411_222011_212059.jpg,cam1,YED,15.18,2
cam2__YED__67007__20260411_222110_242206.jpg,cam2,YED,15.18,2
cam1__YED__67007__20260411_222110_803492.jpg,cam1,YED,15.18,2
cam1__YED__26848__20260411_222219_744574.jpg,cam1,YED,14.71,1
cam2__YED__26848__20260411_222219_918800.jpg,cam2,YED,15.18,2
cam2__YCA__45199__20260411_222322_499502.jpg,cam2,YCA,13.18,2
cam1__YCA__45199__20260411_222322_477061.jpg,cam1,YCA,12.94,2
cam2__YED__26849__20260411_222414_610110.jpg,cam2,YED,14.94,2
cam1__YED__26849__20260411_222414_146539.jpg,cam1,YED,15.18,2
cam1__YCA__45200__20260411_222513_674076.jpg,cam1,YCA,13.18,2
cam2__YCA__45200__20260411_222513_694848.jpg,cam2,YCA,13.18,2
cam2__YED__26850__20260411_222607_662800.jpg,cam2,YED,15.18,2
cam1__YED__26850__20260411_222607_868989.jpg,cam1,YED,14.94,2
cam2__YED__67008__20260411_222700_879333.jpg,cam2,YED,15.18,2
cam1__YED__67008__20260411_222700_680381.jpg,cam1,YED,15.18,2
cam1__YED__26851__20260411_222754_744905.jpg,cam1,YED,15.18,2
cam2__YED__26851__20260411_222755_058570.jpg,cam2,YED,15.18,2
cam2__YCA__45201__20260411_222845_472441.jpg,cam2,YCA,12.94,2
cam1__YCA__45201__20260411_222845_434893.jpg,cam1,YCA,13.06,2
cam1__YED__26852__20260411_222937_319259.jpg,cam1,YED,15.18,2
cam2__YED__26852__20260411_222936_745318.jpg,cam2,YED,15.18,2
cam1__YCA__45202__20260411_223055_030075.jpg,cam1,YCA,13.06,2
cam2__YCA__45202__20260411_223055_108866.jpg,cam2,YCA,13.18,2
cam1__YED__26853__20260411_223145_670797.jpg,cam1,YED,15.18,2
cam2__YED__26853__20260411_223145_410983.jpg,cam2,YED,15.18,2
cam2__YCA__45203__20260411_223359_505876.jpg,cam2,YCA,12.71,1
cam1__YCA__45203__20260411_223359_481460.jpg,cam1,YCA,12.94,2
cam1__YED__26854__20260411_223448_437008.jpg,cam1,YED,15.18,2
cam2__YED__26854__20260411_223448_599235.jpg,cam2,YED,15.18,2
cam2__YED__67009__20260411_223545_151718.jpg,cam2,YED,15.18,2
cam1__YED__67009__20260411_223545_044743.jpg,cam1,YED,14.94,2
cam1__YCA__5713__20260411_223637_043836.jpg,cam1,YCA,13.18,2
cam2__YCA__5713__20260411_223637_179988.jpg,cam2,YCA,13.18,2
cam2__YED__67010__20260411_223730_345934.jpg,cam2,YED,15.06,2
cam1__YED__67010__20260411_223730_934305.jpg,cam1,YED,15.18,2
cam2__YED__26855__20260411_223827_996011.jpg,cam2,YED,14.94,2
cam1__YED__26855__20260411_223828_029533.jpg,cam1,YED,15.06,2
cam1__YCA__45204__20260411_223923_922846.jpg,cam1,YCA,13.06,2
cam2__YCA__45204__20260411_223923_998197.jpg,cam2,YCA,13.18,2
cam2__YED__26856__20260411_224015_599316.jpg,cam2,YED,15.18,2
cam1__YED__26856__20260411_224015_617966.jpg,cam1,YED,15.06,2
cam1__YED__67011__20260411_224110_742306.jpg,cam1,YED,15.18,2
cam2__YED__67011__20260411_224110_794422.jpg,cam2,YED,15.06,2
cam2__YED__26857__20260411_224206_162847.jpg,cam2,YED,15.18,2
cam1__YED__26857__20260411_224205_927762.jpg,cam1,YED,15.18,2
cam1__YCA__45205__20260411_224311_133468.jpg,cam1,YCA,13.18,2
cam2__YCA__45205__20260411_224311_636946.jpg,cam2,YCA,13.18,2
cam2__YED__26858__20260411_224402_127432.jpg,cam2,YED,15.06,2
cam1__YED__26858__20260411_224402_061262.jpg,cam1,YED,15.18,2
cam2__YED__67012__20260411_224503_557084.jpg,cam2,YED,15.18,2
cam1__YED__67012__20260411_224503_640324.jpg,cam1,YED,14.71,1
cam2__YCA__5714__20260411_224556_845518.jpg,cam2,YCA,13.18,2
cam2__YED__26859__20260411_224655_115832.jpg,cam2,YED,15.18,2
cam1__YCA__5714__20260411_224556_644413.jpg,cam1,YCA,N/A,0
cam2__YED__67013__20260411_224750_812698.jpg,cam2,YED,15.18,2
cam1__YCA__45206__20260411_224850_924126.jpg,cam1,YCA,12.94,2
cam2__YCA__45206__20260411_224851_125832.jpg,cam2,YCA,13.18,2
cam2__YED__26860__20260411_224941_217669.jpg,cam2,YED,15.18,2
cam1__YED__26860__20260411_224941_000007.jpg,cam1,YED,15.18,2
cam2__YCA__45207__20260411_225037_469454.jpg,cam2,YCA,13.18,2
cam2__YED__26861__20260411_225126_826458.jpg,cam2,YED,15.18,2
cam1__YCA__45207__20260411_225037_156419.jpg,cam1,YCA,N/A,0
cam1__YED__67014__20260411_225221_505488.jpg,cam1,YED,15.06,2
cam2__YED__67014__20260411_225220_979828.jpg,cam2,YED,15.18,2
cam2__YED__26862__20260411_225313_673026.jpg,cam2,YED,15.06,2
cam1__YED__26862__20260411_225313_533636.jpg,cam1,YED,15.18,2
cam2__YCA__45208__20260411_225406_499615.jpg,cam2,YCA,13.18,2
cam2__YED__26863__20260411_225459_051695.jpg,cam2,YED,15.06,2
cam1__YCA__45208__20260411_225406_818852.jpg,cam1,YCA,N/A,0
cam2__YCA__45209__20260411_225600_885446.jpg,cam2,YCA,12.71,1
cam1__YCA__45209__20260411_225601_536577.jpg,cam1,YCA,13.18,2
cam1__YED__26864__20260411_225652_177678.jpg,cam1,YED,15.18,2
cam2__YED__26864__20260411_225652_593523.jpg,cam2,YED,15.18,2
cam1__YCA__45210__20260411_225853_734370.jpg,cam1,YCA,13.06,2
cam2__YCA__45210__20260411_225853_805251.jpg,cam2,YCA,12.71,1
cam2__YED__26865__20260411_230014_887485.jpg,cam2,YED,14.94,2
cam1__YED__26865__20260411_230014_799748.jpg,cam1,YED,15.18,2
cam2__YED__67015__20260411_230109_033506.jpg,cam2,YED,15.18,2
cam1__YED__67015__20260411_230108_839880.jpg,cam1,YED,15.18,2
cam2__YED__26866__20260411_230201_874637.jpg,cam2,YED,15.06,2
cam1__YED__26866__20260411_230202_449634.jpg,cam1,YED,15.18,2
cam2__YCA__45211__20260411_230304_635930.jpg,cam2,YCA,13.18,2
cam1__YCA__45211__20260411_230304_604631.jpg,cam1,YCA,12.94,2
cam1__YED__26867__20260411_230355_394748.jpg,cam1,YED,15.06,2
cam2__YED__26867__20260411_230355_719829.jpg,cam2,YED,15.18,2
cam1__YED__67016__20260411_230501_637809.jpg,cam1,YED,14.94,2
cam2__YED__67016__20260411_230502_008018.jpg,cam2,YED,14.94,2
cam2__YED__26868__20260411_230555_163995.jpg,cam2,YED,15.18,2
cam1__YED__26868__20260411_230555_144583.jpg,cam1,YED,15.06,2
cam2__YCA__45212__20260411_230654_381113.jpg,cam2,YCA,13.06,2
cam2__YED__26869__20260411_230747_007647.jpg,cam2,YED,15.18,2
cam1__YCA__45212__20260411_230654_579560.jpg,cam1,YCA,N/A,0
cam2__YCA__45213__20260411_230845_473020.jpg,cam2,YCA,12.71,1
cam1__YCA__45213__20260411_230845_250409.jpg,cam1,YCA,13.18,2
cam2__YED__26870__20260411_230936_433584.jpg,cam2,YED,15.06,2
cam1__YED__26870__20260411_230936_353195.jpg,cam1,YED,15.18,2
cam2__YED__67017__20260411_231039_363279.jpg,cam2,YED,15.18,2
cam1__YED__67017__20260411_231039_464114.jpg,cam1,YED,15.18,2
cam1__YED__26871__20260411_231131_784707.jpg,cam1,YED,15.18,2
cam2__YED__26871__20260411_231131_828888.jpg,cam2,YED,15.18,2
cam2__YCA__45214__20260411_231234_721348.jpg,cam2,YCA,12.94,2
cam2__YED__26872__20260411_231331_770793.jpg,cam2,YED,15.18,2
cam1__YCA__45214__20260411_231234_691085.jpg,cam1,YCA,N/A,0
cam2__YCA__45215__20260411_231433_598076.jpg,cam2,YCA,13.06,2
cam2__YED__26873__20260411_231551_264736.jpg,cam2,YED,15.18,2
cam1__YCA__45215__20260411_231433_779908.jpg,cam1,YCA,N/A,0
cam1__YCA__45216__20260411_231649_171666.jpg,cam1,YCA,13.06,2
cam2__YCA__45216__20260411_231648_578791.jpg,cam2,YCA,12.71,1
cam2__YED__26874__20260411_231741_332895.jpg,cam2,YED,15.18,2
cam1__YED__26874__20260411_231741_390880.jpg,cam1,YED,15.18,2
cam2__YED__67018__20260411_231835_915256.jpg,cam2,YED,14.94,2
cam1__YED__67018__20260411_231835_861582.jpg,cam1,YED,15.18,2
cam2__YCA__5715__20260411_231930_317080.jpg,cam2,YCA,12.71,1
cam1__YCA__5715__20260411_231930_283167.jpg,cam1,YCA,12.94,2
cam1__YED__67019__20260411_232035_280086.jpg,cam1,YED,15.18,2
cam2__YED__67019__20260411_232035_324337.jpg,cam2,YED,14.94,2
cam1__YED__26875__20260411_232204_723430.jpg,cam1,YED,14.94,2
cam2__YED__26875__20260411_232204_079968.jpg,cam2,YED,14.94,2
cam2__YCA__45217__20260411_232258_106056.jpg,cam2,YCA,13.18,2
cam2__YED__26876__20260411_232351_857369.jpg,cam2,YED,14.94,2
cam2__YED__67020__20260411_232446_850869.jpg,cam2,YED,15.18,2
cam1__YCA__45217__20260411_232258_037835.jpg,cam1,YCA,N/A,0
cam1__YED__26877__20260411_232546_606243.jpg,cam1,YED,15.18,2
cam2__YED__26877__20260411_232546_691824.jpg,cam2,YED,15.18,2
cam2__YCA__45218__20260411_232639_340407.jpg,cam2,YCA,13.18,2
cam2__YED__26878__20260411_232730_672412.jpg,cam2,YED,15.18,2
cam1__YCA__45218__20260411_232639_351529.jpg,cam1,YCA,N/A,0
cam1__YED__67021__20260411_233040_674565.jpg,cam1,YED,15.18,2
cam2__YED__67021__20260411_233040_682214.jpg,cam2,YED,14.94,2
cam2__YCA__5716__20260411_233402_926840.jpg,cam2,YCA,12.71,1
cam2__YED__26879__20260411_233455_786079.jpg,cam2,YED,14.94,2
cam1__YCA__5716__20260411_233403_676169.jpg,cam1,YCA,N/A,0
cam2__YED__67022__20260411_233558_720542.jpg,cam2,YED,14.94,2
cam2__YCA__45219__20260411_233651_410317.jpg,cam2,YCA,13.18,2
cam1__YCA__45219__20260411_233651_330647.jpg,cam1,YCA,12.94,2
cam2__YED__26880__20260411_234037_697187.jpg,cam2,YED,14.94,2
cam1__YED__26880__20260411_234037_702594.jpg,cam1,YED,15.18,2
cam1__YCA__45220__20260411_234131_004213.jpg,cam1,YCA,13.18,2
cam2__YCA__45220__20260411_234130_412707.jpg,cam2,YCA,12.71,1
cam2__YED__26881__20260411_234222_051693.jpg,cam2,YED,15.18,2
cam1__YED__26881__20260411_234222_425036.jpg,cam1,YED,15.18,2
cam2__YED__67023__20260411_234316_651835.jpg,cam2,YED,15.06,2
cam1__YED__67023__20260411_234316_366960.jpg,cam1,YED,15.18,2
cam2__YED__26882__20260411_234408_842833.jpg,cam2,YED,15.18,2
cam1__YED__26882__20260411_234408_582113.jpg,cam1,YED,14.94,2
cam2__YCA__45221__20260411_234501_791938.jpg,cam2,YCA,13.18,2
cam1__YCA__45221__20260411_234501_842738.jpg,cam1,YCA,13.18,2
cam2__YED__26883__20260411_234553_224026.jpg,cam2,YED,15.06,2
cam1__YED__26883__20260411_234553_474329.jpg,cam1,YED,15.18,2
cam1__YCA__45222__20260411_234653_822669.jpg,cam1,YCA,13.18,2
cam2__YCA__45222__20260411_234652_871598.jpg,cam2,YCA,12.71,1
cam2__YED__26884__20260411_234743_256392.jpg,cam2,YED,14.71,1
cam1__YED__26884__20260411_234743_894284.jpg,cam1,YED,15.18,2
cam2__YCA__45223__20260411_234839_172233.jpg,cam2,YCA,13.18,2
cam2__YED__26885__20260411_234929_399793.jpg,cam2,YED,15.18,2
cam2__YED__67024__20260411_235024_748122.jpg,cam2,YED,14.94,2
cam1__YCA__45223__20260411_234839_700974.jpg,cam1,YCA,N/A,0
cam1__YED__26886__20260411_235119_248285.jpg,cam1,YED,15.18,2
cam2__YED__26886__20260411_235119_366747.jpg,cam2,YED,15.18,2
cam2__YCA__45224__20260411_235219_985095.jpg,cam2,YCA,13.18,2
cam1__YCA__45224__20260411_235219_911069.jpg,cam1,YCA,13.18,2
cam1__YED__26887__20260411_235311_378962.jpg,cam1,YED,15.18,2
cam2__YED__26887__20260411_235311_612314.jpg,cam2,YED,15.18,2
cam1__YED__67025__20260411_235405_454964.jpg,cam1,YED,15.18,2
cam2__YED__67025__20260411_235405_219741.jpg,cam2,YED,15.18,2
