Filename,Camera,Model,Detected_Diameter_mm,Status
cam2__YED__26466__20260411_075156_174513.jpg,cam2,YED,15.18,2
cam2__YED__57841__20260411_075303_198967.jpg,cam2,YED,15.18,2
cam1__YED__57841__20260411_075303_166781.jpg,cam1,YED,15.18,2
cam2__YED__26467__20260411_075355_688294.jpg,cam2,YED,15.06,2
cam1__YED__26467__20260411_075355_919339.jpg,cam1,YED,15.18,2
cam2__YCA__44966__20260411_075448_195454.jpg,cam2,YCA,13.18,2
cam1__YCA__44966__20260411_075448_160685.jpg,cam1,YCA,13.18,2
cam2__YED__26468__20260411_075539_741300.jpg,cam2,YED,15.06,2
cam1__YED__26468__20260411_075539_677298.jpg,cam1,YED,14.94,2
cam2__YED__57842__20260411_075635_926840.jpg,cam2,YED,15.06,2
cam1__YED__57842__20260411_075635_880808.jpg,cam1,YED,15.06,2
cam2__YED__26469__20260411_075729_002428.jpg,cam2,YED,15.18,2
cam1__YED__26469__20260411_075728_941459.jpg,cam1,YED,15.18,2
cam1__YCA__44967__20260411_075821_623677.jpg,cam1,YCA,13.06,2
cam2__YCA__44967__20260411_075821_441315.jpg,cam2,YCA,12.94,2
cam2__YED__26470__20260411_075913_126941.jpg,cam2,YED,14.94,2
cam1__YED__26470__20260411_075913_012452.jpg,cam1,YED,15.06,2
cam2__YED__57843__20260411_080007_344005.jpg,cam2,YED,14.94,2
cam1__YED__57843__20260411_080007_280100.jpg,cam1,YED,15.18,2
cam2__YCA__5685__20260411_080100_848935.jpg,cam2,YCA,13.18,2
cam1__YCA__5685__20260411_080100_781626.jpg,cam1,YCA,12.94,2
cam2__YED__57844__20260411_080204_448978.jpg,cam2,YED,15.06,2
cam1__YED__57844__20260411_080204_368821.jpg,cam1,YED,15.18,2
cam2__YED__26471__20260411_080259_915202.jpg,cam2,YED,14.94,2
cam1__YED__26471__20260411_080259_885630.jpg,cam1,YED,15.18,2
cam1__YCA__44968__20260411_080353_059791.jpg,cam1,YCA,13.18,2
cam2__YCA__44968__20260411_080353_113202.jpg,cam2,YCA,13.18,2
cam2__YED__26472__20260411_080444_535388.jpg,cam2,YED,15.06,2
cam1__YED__26472__20260411_080444_307799.jpg,cam1,YED,15.18,2
cam2__YCA__44969__20260411_080538_037177.jpg,cam2,YCA,12.71,1
cam1__YCA__44969__20260411_080537_694165.jpg,cam1,YCA,13.06,2
cam1__YED__26473__20260411_080629_727304.jpg,cam1,YED,15.06,2
cam2__YED__26473__20260411_080629_327850.jpg,cam2,YED,15.18,2
cam1__YED__57845__20260411_080724_497439.jpg,cam1,YED,15.18,2
cam2__YED__57845__20260411_080724_530410.jpg,cam2,YED,14.94,2
cam1__YED__26474__20260411_080818_244145.jpg,cam1,YED,15.18,2
cam2__YED__26474__20260411_080818_302375.jpg,cam2,YED,15.06,2
cam1__YCA__44970__20260411_080914_545597.jpg,cam1,YCA,13.06,2
cam2__YCA__44970__20260411_080914_629119.jpg,cam2,YCA,13.18,2
cam2__YED__26475__20260411_081006_107202.jpg,cam2,YED,14.94,2
cam1__YED__26475__20260411_081006_017179.jpg,cam1,YED,15.18,2
cam2__YCA__44971__20260411_081112_422021.jpg,cam2,YCA,13.18,2
cam1__YCA__44971__20260411_081112_348192.jpg,cam1,YCA,12.94,2
cam1__YED__26476__20260411_081203_933922.jpg,cam1,YED,15.18,2
cam2__YED__26476__20260411_081203_994694.jpg,cam2,YED,15.18,2
cam2__YCA__44972__20260411_081259_323635.jpg,cam2,YCA,13.18,2
cam1__YCA__44972__20260411_081259_271043.jpg,cam1,YCA,13.18,2
cam2__YED__26477__20260411_081349_849014.jpg,cam2,YED,14.94,2
cam1__YED__26477__20260411_081349_830149.jpg,cam1,YED,15.06,2
cam2__YED__57846__20260411_081446_393236.jpg,cam2,YED,15.18,2
cam1__YED__57846__20260411_081446_334730.jpg,cam1,YED,15.06,2
cam1__YED__26478__20260411_082336_324070.jpg,cam1,YED,15.18,2
cam2__YED__26478__20260411_082336_400165.jpg,cam2,YED,14.94,2
cam2__YCA__44973__20260411_082427_641280.jpg,cam2,YCA,13.18,2
cam2__YED__26479__20260411_082519_295574.jpg,cam2,YED,15.06,2
cam2__YED__57847__20260411_082614_265819.jpg,cam2,YED,15.18,2
cam1__YCA__44973__20260411_082427_533570.jpg,cam1,YCA,N/A,0
cam1__YED__26480__20260411_082728_296452.jpg,cam1,YED,15.18,2
cam2__YED__26480__20260411_082728_402592.jpg,cam2,YED,15.06,2
cam2__YCA__44974__20260411_082820_594342.jpg,cam2,YCA,12.71,1
cam2__YED__26481__20260411_082913_565379.jpg,cam2,YED,15.18,2
cam2__YCA__44975__20260411_083010_011206.jpg,cam2,YCA,13.06,2
cam1__YCA__44974__20260411_082820_484785.jpg,cam1,YCA,N/A,0
cam2__YED__26482__20260411_083101_270218.jpg,cam2,YED,14.94,2
cam1__YED__26482__20260411_083101_244783.jpg,cam1,YED,15.18,2
cam1__YED__57848__20260411_083158_504059.jpg,cam1,YED,15.18,2
cam2__YED__57848__20260411_083158_494280.jpg,cam2,YED,15.06,2
cam2__YED__26483__20260411_083251_280464.jpg,cam2,YED,15.06,2
cam1__YED__26483__20260411_083251_219881.jpg,cam1,YED,14.71,1
cam1__YCA__44976__20260411_083343_235506.jpg,cam1,YCA,13.06,2
cam2__YCA__44976__20260411_083343_289443.jpg,cam2,YCA,13.18,2
cam2__YED__26484__20260411_083434_863667.jpg,cam2,YED,15.06,2
cam1__YED__26484__20260411_083434_857496.jpg,cam1,YED,15.06,2
cam2__YCA__44977__20260411_083535_149582.jpg,cam2,YCA,12.71,1
cam1__YCA__44977__20260411_083535_082452.jpg,cam1,YCA,13.18,2
cam2__YED__26485__20260411_083651_158342.jpg,cam2,YED,15.06,2
cam1__YED__26485__20260411_083651_149087.jpg,cam1,YED,15.18,2
cam1__YCA__44978__20260411_083745_372052.jpg,cam1,YCA,12.94,2
cam2__YCA__44978__20260411_083745_664127.jpg,cam2,YCA,13.18,2
cam1__YED__26486__20260411_083836_789174.jpg,cam1,YED,15.18,2
cam2__YED__26486__20260411_083836_855109.jpg,cam2,YED,15.06,2
cam1__YED__57849__20260411_083935_198263.jpg,cam1,YED,15.18,2
cam2__YED__57849__20260411_083935_333154.jpg,cam2,YED,15.18,2
cam1__YED__26487__20260411_084028_811815.jpg,cam1,YED,15.18,2
cam2__YED__26487__20260411_084028_870621.jpg,cam2,YED,15.18,2
cam2__YED__57850__20260411_084121_255869.jpg,cam2,YED,15.18,2
cam1__YED__57850__20260411_084121_513306.jpg,cam1,YED,15.18,2
cam2__YED__26488__20260411_084214_717271.jpg,cam2,YED,14.94,2
cam1__YED__26488__20260411_084214_615418.jpg,cam1,YED,15.06,2
cam2__YCA__44979__20260411_084314_289671.jpg,cam2,YCA,13.18,2
cam1__YCA__44979__20260411_084313_865947.jpg,cam1,YCA,12.94,2
cam1__YED__26489__20260411_084420_629207.jpg,cam1,YED,14.71,1
cam2__YED__26489__20260411_084420_688155.jpg,cam2,YED,15.06,2
cam2__YED__57851__20260411_084515_027142.jpg,cam2,YED,14.94,2
cam1__YED__57851__20260411_084514_969267.jpg,cam1,YED,15.06,2
cam1__YED__26490__20260411_084608_267415.jpg,cam1,YED,15.18,2
cam2__YED__26490__20260411_084608_377824.jpg,cam2,YED,15.18,2
cam2__YCA__44980__20260411_084701_284339.jpg,cam2,YCA,13.06,2
cam2__YED__26491__20260411_084752_583063.jpg,cam2,YED,15.18,2
cam2__YED__57852__20260411_084847_425347.jpg,cam2,YED,15.18,2
cam1__YCA__44980__20260411_084701_181652.jpg,cam1,YCA,N/A,0
cam1__YCA__5686__20260411_084939_497311.jpg,cam1,YCA,13.18,2
cam2__YCA__5686__20260411_084939_372965.jpg,cam2,YCA,13.18,2
cam1__YED__57853__20260411_085030_717828.jpg,cam1,YED,15.18,2
cam2__YED__57853__20260411_085030_776148.jpg,cam2,YED,15.06,2
cam2__YED__26492__20260411_085125_238565.jpg,cam2,YED,15.06,2
cam1__YED__26492__20260411_085125_145083.jpg,cam1,YED,14.94,2
cam2__YCA__44981__20260411_085216_429678.jpg,cam2,YCA,13.18,2
cam2__YED__26493__20260411_085308_757143.jpg,cam2,YED,15.18,2
cam2__YCA__44982__20260411_085403_783554.jpg,cam2,YCA,12.94,2
cam1__YCA__44981__20260411_085216_411289.jpg,cam1,YCA,N/A,0
cam1__YED__26494__20260411_085455_232897.jpg,cam1,YED,15.18,2
cam2__YED__26494__20260411_085455_303743.jpg,cam2,YED,15.18,2
cam2__YED__57854__20260411_085549_823647.jpg,cam2,YED,14.94,2
cam1__YED__57854__20260411_085549_525786.jpg,cam1,YED,15.18,2
cam2__YED__26495__20260411_085647_029360.jpg,cam2,YED,14.94,2
cam1__YED__26495__20260411_085646_979177.jpg,cam1,YED,15.06,2
cam2__YCA__44983__20260411_085739_629629.jpg,cam2,YCA,13.06,2
cam1__YCA__44983__20260411_085739_371994.jpg,cam1,YCA,13.18,2
cam1__YED__26496__20260411_085829_693879.jpg,cam1,YED,15.18,2
cam2__YED__26496__20260411_085829_788094.jpg,cam2,YED,15.18,2
cam2__YCA__44984__20260411_085924_324844.jpg,cam2,YCA,13.06,2
cam1__YCA__44984__20260411_085924_177618.jpg,cam1,YCA,13.06,2
cam2__YED__26497__20260411_090015_611583.jpg,cam2,YED,15.18,2
cam1__YED__26497__20260411_090015_534623.jpg,cam1,YED,15.18,2
cam2__YCA__44985__20260411_090117_082115.jpg,cam2,YCA,13.06,2
cam1__YCA__44985__20260411_090117_035340.jpg,cam1,YCA,13.18,2
cam2__YED__26498__20260411_090206_584558.jpg,cam2,YED,15.18,2
cam1__YED__26498__20260411_090206_516889.jpg,cam1,YED,14.94,2
cam2__YED__57855__20260411_090303_125593.jpg,cam2,YED,15.18,2
cam1__YED__57855__20260411_090303_058507.jpg,cam1,YED,15.18,2
cam2__YED__26499__20260411_090354_702143.jpg,cam2,YED,15.06,2
cam1__YED__26499__20260411_090354_524970.jpg,cam1,YED,15.18,2
cam2__YCA__44986__20260411_090446_046407.jpg,cam2,YCA,12.94,2
cam2__YED__26500__20260411_090537_954722.jpg,cam2,YED,15.18,2
cam2__YED__57856__20260411_090632_015605.jpg,cam2,YED,15.18,2
cam1__YCA__44986__20260411_090445_979975.jpg,cam1,YCA,N/A,0
cam2__YED__26501__20260411_090728_325558.jpg,cam2,YED,14.71,1
cam1__YED__26501__20260411_090727_998747.jpg,cam1,YED,15.18,2
cam2__YCA__44987__20260411_090820_690896.jpg,cam2,YCA,13.18,2
cam2__YED__26502__20260411_090912_296075.jpg,cam2,YED,15.18,2
cam2__YCA__44988__20260411_091005_783182.jpg,cam2,YCA,13.18,2
cam1__YCA__44987__20260411_090820_561589.jpg,cam1,YCA,N/A,0
cam2__YED__26503__20260411_091056_994830.jpg,cam2,YED,14.94,2
cam1__YED__26503__20260411_091056_956625.jpg,cam1,YED,15.18,2
cam2__YED__57857__20260411_091151_517438.jpg,cam2,YED,15.18,2
cam1__YED__57857__20260411_091151_320128.jpg,cam1,YED,15.18,2
cam2__YED__26504__20260411_091244_810148.jpg,cam2,YED,14.94,2
cam1__YED__26504__20260411_091244_787617.jpg,cam1,YED,15.18,2
cam1__YCA__44989__20260411_091336_268256.jpg,cam1,YCA,13.18,2
cam2__YCA__44989__20260411_091336_328331.jpg,cam2,YCA,12.94,2
cam2__YED__26505__20260411_091427_408172.jpg,cam2,YED,14.94,2
cam1__YED__26505__20260411_091427_354269.jpg,cam1,YED,15.18,2
cam2__YCA__44990__20260411_091524_182059.jpg,cam2,YCA,13.06,2
cam2__YED__26506__20260411_091617_736327.jpg,cam2,YED,14.94,2
cam2__YCA__44991__20260411_091710_944453.jpg,cam2,YCA,13.18,2
cam2__YED__26507__20260411_091802_085382.jpg,cam2,YED,14.94,2
cam1__YCA__44990__20260411_091524_047272.jpg,cam1,YCA,N/A,0
cam2__YED__57858__20260411_091859_050532.jpg,cam2,YED,15.18,2
cam1__YED__57858__20260411_091859_102922.jpg,cam1,YED,15.18,2
cam2__YED__26508__20260411_091950_919898.jpg,cam2,YED,14.94,2
cam1__YED__26508__20260411_091951_450259.jpg,cam1,YED,15.06,2
cam2__YED__57859__20260411_092044_086856.jpg,cam2,YED,15.18,2
cam1__YED__57859__20260411_092043_963699.jpg,cam1,YED,14.94,2
cam1__YED__26509__20260411_092136_432406.jpg,cam1,YED,15.18,2
cam2__YED__26509__20260411_092135_865343.jpg,cam2,YED,15.18,2
cam2__YCA__44992__20260411_092228_430066.jpg,cam2,YCA,12.71,1
cam2__YED__26510__20260411_092319_616039.jpg,cam2,YED,15.18,2
cam1__YCA__44992__20260411_092228_357748.jpg,cam1,YCA,N/A,0
cam1__YED__57860__20260411_092513_224502.jpg,cam1,YED,15.06,2
cam2__YED__57860__20260411_092513_123736.jpg,cam2,YED,14.94,2
cam2__YED__26511__20260411_092605_635567.jpg,cam2,YED,15.18,2
cam1__YED__26511__20260411_092605_288374.jpg,cam1,YED,15.18,2
cam1__YCA__44993__20260411_092656_715567.jpg,cam1,YCA,13.18,2
cam2__YCA__44993__20260411_092656_820568.jpg,cam2,YCA,13.06,2
cam2__YED__26512__20260411_092748_661406.jpg,cam2,YED,15.18,2
cam1__YED__26512__20260411_092748_588358.jpg,cam1,YED,15.18,2
cam1__YED__57861__20260411_092846_595931.jpg,cam1,YED,14.94,2
cam2__YED__57861__20260411_092846_624748.jpg,cam2,YED,14.94,2
cam2__YCA__5687__20260411_092939_536791.jpg,cam2,YCA,12.94,2
cam1__YCA__5687__20260411_092940_109165.jpg,cam1,YCA,13.18,2
cam1__YED__57862__20260411_093039_591216.jpg,cam1,YED,15.06,2
cam2__YED__57862__20260411_093039_973042.jpg,cam2,YED,14.94,2
cam2__YED__26513__20260411_093135_512397.jpg,cam2,YED,15.18,2
cam1__YED__26513__20260411_093135_338120.jpg,cam1,YED,15.18,2
cam2__YCA__44994__20260411_093226_420160.jpg,cam2,YCA,13.18,2
cam2__YED__26514__20260411_093317_352165.jpg,cam2,YED,14.94,2
cam2__YCA__44995__20260411_093413_561847.jpg,cam2,YCA,12.71,1
cam1__YCA__44994__20260411_093226_388215.jpg,cam1,YCA,N/A,0
cam1__YED__26515__20260411_093504_726855.jpg,cam1,YED,14.71,1
cam2__YED__26515__20260411_093504_399114.jpg,cam2,YED,15.06,2
cam2__YED__57863__20260411_093605_369758.jpg,cam2,YED,15.06,2
cam1__YED__57863__20260411_093605_289972.jpg,cam1,YED,15.18,2
cam2__YED__26516__20260411_093657_794567.jpg,cam2,YED,15.18,2
cam1__YED__26516__20260411_093657_628150.jpg,cam1,YED,14.94,2
cam2__YCA__44996__20260411_093754_025218.jpg,cam2,YCA,13.06,2
cam1__YCA__44996__20260411_093754_622600.jpg,cam1,YCA,13.18,2
cam2__YED__26517__20260411_093848_787701.jpg,cam2,YED,15.06,2
cam1__YED__26517__20260411_093848_696612.jpg,cam1,YED,15.18,2
cam2__YCA__44997__20260411_093942_209557.jpg,cam2,YCA,13.18,2
cam1__YCA__44997__20260411_093942_285028.jpg,cam1,YCA,13.18,2
cam1__YED__26518__20260411_094033_661523.jpg,cam1,YED,15.06,2
cam2__YED__26518__20260411_094033_136480.jpg,cam2,YED,15.18,2
cam1__YCA__44998__20260411_094128_775576.jpg,cam1,YCA,13.06,2
cam2__YCA__44998__20260411_094128_779803.jpg,cam2,YCA,13.18,2
cam1__YED__26519__20260411_094218_444499.jpg,cam1,YED,15.18,2
cam2__YED__26519__20260411_094218_433460.jpg,cam2,YED,15.18,2
cam2__YED__57864__20260411_094319_843812.jpg,cam2,YED,15.18,2
cam1__YED__57864__20260411_094319_817610.jpg,cam1,YED,15.06,2
cam1__YED__26520__20260411_094412_397877.jpg,cam1,YED,14.94,2
cam2__YED__26520__20260411_094412_336665.jpg,cam2,YED,15.18,2
cam1__YCA__44999__20260411_094504_624902.jpg,cam1,YCA,12.94,2
cam2__YCA__44999__20260411_094504_937673.jpg,cam2,YCA,12.71,1
cam2__YED__26521__20260411_094555_244480.jpg,cam2,YED,14.94,2
cam1__YED__26521__20260411_094555_176537.jpg,cam1,YED,15.18,2
cam2__YED__57865__20260411_094649_543203.jpg,cam2,YED,14.94,2
cam1__YED__57865__20260411_094649_589712.jpg,cam1,YED,15.18,2
cam2__YED__26522__20260411_094746_891208.jpg,cam2,YED,15.18,2
cam1__YED__26522__20260411_094746_949588.jpg,cam1,YED,15.18,2
cam2__YCA__45000__20260411_094838_622835.jpg,cam2,YCA,12.71,1
cam1__YCA__45000__20260411_094838_494177.jpg,cam1,YCA,12.94,2
cam1__YED__26523__20260411_094929_709590.jpg,cam1,YED,15.18,2
cam2__YED__26523__20260411_094929_748413.jpg,cam2,YED,15.18,2
cam1__YCA__44403__20260411_095032_350250.jpg,cam1,YCA,13.06,2
cam2__YCA__44403__20260411_095032_374453.jpg,cam2,YCA,13.18,2
cam1__YCA__44404__20260411_095121_780479.jpg,cam1,YCA,13.06,2
cam2__YCA__44404__20260411_095121_854185.jpg,cam2,YCA,13.18,2
cam2__YCA__44405__20260411_095214_438630.jpg,cam2,YCA,13.06,2
cam1__YCA__44405__20260411_095214_138368.jpg,cam1,YCA,12.94,2
cam2__YCA__44406__20260411_095307_554853.jpg,cam2,YCA,12.94,2
cam1__YCA__44406__20260411_095307_495994.jpg,cam1,YCA,13.06,2
cam1__YCA__44407__20260411_095359_847070.jpg,cam1,YCA,12.94,2
cam2__YCA__44407__20260411_095359_917653.jpg,cam2,YCA,13.18,2
cam2__YED__26524__20260411_095454_779749.jpg,cam2,YED,15.18,2
cam1__YED__26524__20260411_095455_382160.jpg,cam1,YED,15.18,2
cam2__YED__57866__20260411_095603_571488.jpg,cam2,YED,14.94,2
cam1__YED__57866__20260411_095603_941847.jpg,cam1,YED,15.18,2
cam2__YED__26525__20260411_095703_547035.jpg,cam2,YED,15.18,2
cam1__YED__26525__20260411_095703_434467.jpg,cam1,YED,15.18,2
cam1__YCA__44408__20260411_095754_871970.jpg,cam1,YCA,12.94,2
cam2__YCA__44408__20260411_095754_558990.jpg,cam2,YCA,12.94,2
cam1__YCA__44409__20260411_095851_193824.jpg,cam1,YCA,13.18,2
cam2__YCA__44409__20260411_095850_735371.jpg,cam2,YCA,13.18,2
cam2__YCA__44410__20260411_095942_266293.jpg,cam2,YCA,12.71,1
cam1__YCA__44410__20260411_095942_618546.jpg,cam1,YCA,12.71,1
cam1__YCA__44411__20260411_100109_320077.jpg,cam1,YCA,12.94,2
cam2__YCA__44411__20260411_100109_032675.jpg,cam2,YCA,13.06,2
cam1__YCA__44412__20260411_100207_889580.jpg,cam1,YCA,13.06,2
cam2__YCA__44412__20260411_100207_998848.jpg,cam2,YCA,12.94,2
cam2__YED__26526__20260411_100307_728946.jpg,cam2,YED,14.94,2
cam1__YED__26526__20260411_100308_292105.jpg,cam1,YED,15.18,2
cam1__YCA__45001__20260411_100404_452853.jpg,cam1,YCA,13.06,2
cam2__YCA__45001__20260411_100404_366893.jpg,cam2,YCA,13.06,2
cam1__YED__26527__20260411_100454_017025.jpg,cam1,YED,15.18,2
cam2__YED__26527__20260411_100454_085019.jpg,cam2,YED,14.94,2
cam2__YED__57867__20260411_100548_055725.jpg,cam2,YED,15.18,2
cam1__YED__57867__20260411_100548_804562.jpg,cam1,YED,15.18,2
cam2__YED__26528__20260411_100639_549655.jpg,cam2,YED,14.94,2
cam1__YED__26528__20260411_100639_928130.jpg,cam1,YED,15.18,2
cam2__YED__57868__20260411_100740_073627.jpg,cam2,YED,15.18,2
cam1__YED__57868__20260411_100739_635675.jpg,cam1,YED,15.18,2
cam1__YED__26529__20260411_100852_459405.jpg,cam1,YED,15.06,2
cam2__YED__26529__20260411_100852_539137.jpg,cam2,YED,14.94,2
cam2__YCA__45002__20260411_101021_618866.jpg,cam2,YCA,13.18,2
cam1__YCA__45002__20260411_101021_294925.jpg,cam1,YCA,13.18,2
cam1__YED__26530__20260411_101111_055348.jpg,cam1,YED,15.18,2
cam2__YED__26530__20260411_101111_023106.jpg,cam2,YED,14.94,2
cam2__YED__57869__20260411_101204_986211.jpg,cam2,YED,15.18,2
cam1__YED__57869__20260411_101205_355857.jpg,cam1,YED,15.06,2
cam2__YED__26531__20260411_101257_168029.jpg,cam2,YED,15.18,2
cam1__YED__26531__20260411_101257_505946.jpg,cam1,YED,15.06,2
cam2__YCA__45003__20260411_101351_418699.jpg,cam2,YCA,13.06,2
cam1__YCA__45003__20260411_101351_335128.jpg,cam1,YCA,13.06,2
cam2__YED__26532__20260411_101440_187167.jpg,cam2,YED,14.94,2
cam1__YED__26532__20260411_101439_947567.jpg,cam1,YED,14.94,2
cam2__YED__57870__20260411_101534_325125.jpg,cam2,YED,15.06,2
cam1__YED__57870__20260411_101535_088524.jpg,cam1,YED,15.18,2
cam2__YCA__5688__20260411_101627_678352.jpg,cam2,YCA,12.71,1
cam1__YCA__5688__20260411_101628_322472.jpg,cam1,YCA,13.06,2
cam2__YED__57871__20260411_101718_042157.jpg,cam2,YED,15.06,2
cam1__YED__57871__20260411_101718_000627.jpg,cam1,YED,15.18,2
cam1__YED__26533__20260411_101812_703795.jpg,cam1,YED,14.71,1
cam2__YED__26533__20260411_101812_790534.jpg,cam2,YED,14.94,2
cam1__YCA__45004__20260411_101907_824561.jpg,cam1,YCA,12.94,2
cam2__YCA__45004__20260411_101907_913733.jpg,cam2,YCA,13.06,2
cam2__YED__26534__20260411_101958_836915.jpg,cam2,YED,14.94,2
cam1__YED__26534__20260411_101959_489930.jpg,cam1,YED,15.06,2
cam2__YCA__45005__20260411_102053_979299.jpg,cam2,YCA,13.18,2
cam1__YCA__45005__20260411_102054_220606.jpg,cam1,YCA,13.18,2
cam2__YED__26535__20260411_102145_401016.jpg,cam2,YED,15.18,2
cam1__YED__26535__20260411_102145_302973.jpg,cam1,YED,15.18,2
cam2__YED__57872__20260411_102239_376403.jpg,cam2,YED,15.18,2
cam1__YED__57872__20260411_102239_171634.jpg,cam1,YED,15.18,2
cam2__YED__26536__20260411_102333_139698.jpg,cam2,YED,15.18,2
cam1__YED__26536__20260411_102333_084755.jpg,cam1,YED,15.18,2
cam2__YCA__45006__20260411_102431_118080.jpg,cam2,YCA,13.06,2
cam1__YCA__45006__20260411_102431_012118.jpg,cam1,YCA,13.06,2
cam1__YED__26537__20260411_102521_956703.jpg,cam1,YED,15.18,2
cam2__YED__26537__20260411_102522_056798.jpg,cam2,YED,15.18,2
cam1__YCA__45007__20260411_102618_915350.jpg,cam1,YCA,13.18,2
cam2__YCA__45007__20260411_102618_618759.jpg,cam2,YCA,12.71,1
cam2__YED__26538__20260411_102707_840264.jpg,cam2,YED,14.94,2
cam1__YED__26538__20260411_102707_818192.jpg,cam1,YED,15.18,2
cam2__YCA__45008__20260411_102801_169459.jpg,cam2,YCA,13.18,2
cam1__YCA__45008__20260411_102801_831009.jpg,cam1,YCA,12.71,1
cam1__YED__26539__20260411_102851_361068.jpg,cam1,YED,15.18,2
cam2__YED__26539__20260411_102850_655224.jpg,cam2,YED,15.18,2
cam1__YED__57873__20260411_102945_708211.jpg,cam1,YED,15.18,2
cam2__YED__57873__20260411_102944_953523.jpg,cam2,YED,15.18,2
cam1__YED__26540__20260411_103038_601345.jpg,cam1,YED,15.18,2
cam2__YED__26540__20260411_103038_949686.jpg,cam2,YED,15.06,2
cam1__YCA__45009__20260411_103130_034412.jpg,cam1,YCA,13.18,2
cam2__YCA__45009__20260411_103130_157921.jpg,cam2,YCA,12.71,1
cam2__YED__26541__20260411_103221_311745.jpg,cam2,YED,15.18,2
cam1__YED__26541__20260411_103221_299954.jpg,cam1,YED,15.18,2
cam2__YED__57874__20260411_103316_306153.jpg,cam2,YED,15.18,2
cam1__YED__57874__20260411_103315_842095.jpg,cam1,YED,15.18,2
cam2__YED__26542__20260411_103409_343855.jpg,cam2,YED,15.18,2
cam1__YED__26542__20260411_103409_378993.jpg,cam1,YED,15.18,2
cam2__YCA__45010__20260411_103505_855519.jpg,cam2,YCA,12.71,1
cam1__YCA__45010__20260411_103506_190607.jpg,cam1,YCA,12.94,2
cam1__YED__26543__20260411_103634_169980.jpg,cam1,YED,15.18,2
cam2__YED__26543__20260411_103634_110918.jpg,cam2,YED,15.06,2
cam1__YCA__45011__20260411_103727_385649.jpg,cam1,YCA,13.06,2
cam2__YCA__45011__20260411_103727_299005.jpg,cam2,YCA,13.06,2
cam2__YED__26544__20260411_103817_963501.jpg,cam2,YED,14.94,2
cam1__YED__26544__20260411_103817_140706.jpg,cam1,YED,14.94,2
cam2__YED__57875__20260411_103924_018502.jpg,cam2,YED,14.94,2
cam1__YED__57875__20260411_103923_662906.jpg,cam1,YED,15.18,2
cam2__YED__26545__20260411_104014_960750.jpg,cam2,YED,14.71,1
cam1__YED__26545__20260411_104015_636707.jpg,cam1,YED,15.18,2
cam2__YCA__45012__20260411_104106_816995.jpg,cam2,YCA,12.94,2
cam1__YCA__45012__20260411_104107_169184.jpg,cam1,YCA,13.18,2
cam2__YED__26546__20260411_104158_790197.jpg,cam2,YED,15.06,2
cam1__YED__26546__20260411_104158_383423.jpg,cam1,YED,15.18,2
cam2__YCA__45013__20260411_104253_126861.jpg,cam2,YCA,12.71,1
cam1__YCA__45013__20260411_104253_871452.jpg,cam1,YCA,13.18,2
cam1__YED__26547__20260411_104344_730408.jpg,cam1,YED,15.06,2
cam2__YED__26547__20260411_104345_215875.jpg,cam2,YED,15.18,2
cam2__YCA__45014__20260411_104441_785142.jpg,cam2,YCA,13.06,2
cam1__YCA__45014__20260411_104441_762649.jpg,cam1,YCA,N/A,0
cam2__YED__26548__20260411_111556_200429.jpg,cam2,YED,14.94,2
cam1__YED__26548__20260411_111556_851364.jpg,cam1,YED,15.18,2
cam2__YED__57876__20260411_111653_585784.jpg,cam2,YED,15.06,2
cam1__YED__57876__20260411_111654_265971.jpg,cam1,YED,15.18,2
cam2__YED__26549__20260411_111802_025504.jpg,cam2,YED,14.94,2
cam1__YED__26549__20260411_111802_779711.jpg,cam1,YED,15.18,2
cam1__YED__57877__20260411_111915_902529.jpg,cam1,YED,15.06,2
cam2__YED__57877__20260411_111915_944839.jpg,cam2,YED,15.06,2
cam2__YED__26550__20260411_112009_320557.jpg,cam2,YED,15.06,2
cam1__YED__26550__20260411_112009_635705.jpg,cam1,YED,15.18,2
cam1__YCA__45015__20260411_112101_602910.jpg,cam1,YCA,13.18,2
cam2__YCA__45015__20260411_112101_668336.jpg,cam2,YCA,12.94,2
cam2__YED__26551__20260411_112153_786130.jpg,cam2,YED,15.18,2
cam1__YED__26551__20260411_112153_741780.jpg,cam1,YED,15.18,2
cam2__YED__57878__20260411_112254_199858.jpg,cam2,YED,15.18,2
cam1__YED__57878__20260411_112253_628086.jpg,cam1,YED,15.18,2
cam2__YED__26552__20260411_112350_102293.jpg,cam2,YED,15.18,2
cam1__YED__26552__20260411_112350_006692.jpg,cam1,YED,15.18,2
cam2__YCA__45016__20260411_112451_568505.jpg,cam2,YCA,12.71,1
cam2__YED__26553__20260411_112541_425781.jpg,cam2,YED,15.06,2
cam2__YED__57879__20260411_112636_655648.jpg,cam2,YED,14.94,2
cam1__YCA__45016__20260411_112452_001443.jpg,cam1,YCA,N/A,0
cam2__YCA__5689__20260411_112733_695838.jpg,cam2,YCA,13.18,2
cam1__YED__57880__20260411_112848_087828.jpg,cam1,YED,14.94,2
cam2__YED__57880__20260411_112848_181251.jpg,cam2,YED,15.06,2
cam2__YED__26554__20260411_112942_960671.jpg,cam2,YED,15.18,2
cam1__YED__26554__20260411_112942_961671.jpg,cam1,YED,14.94,2
cam1__YCA__45017__20260411_113038_517574.jpg,cam1,YCA,13.06,2
cam2__YCA__45017__20260411_113038_923867.jpg,cam2,YCA,12.71,1
